id,shortname,mktcap,lastvalue,change,percentchange,direction,stk_details,volume,url,
T02,Texmaco Infra,554.94,43.55,0.6,1.4,1,[],3.47k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/texmacoinfrastructureholdings/T02,
TRE,Texmaco Rail,912.46,34.1,0.75,2.25,1,[],26.01k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/texmacorailengineering/TRE,
TJ,Thangamayil,462.14,336.85,6.95,2.11,1,[],23,https://www.moneycontrol.com/india/stockpricequote/diamond-cutting-jewellery-precious-metals/thangamayiljewellery/TJ,
KS10,The Byke Hosp,69.77,17.4,0.15,0.87,1,[],6.79k,https://www.moneycontrol.com/india/stockpricequote/hotels/thebykehospitality/SH12,
HTG,The Hi-Tech Gea,299.82,159.75,5.6,3.63,1,[],14,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/thehitechgears/HTG,
T,Thermax,"12,052.06","1,011.45",4.3,0.43,1,[],319,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/thermax/T,
TC07,Thirumalai Chem,610.23,59.6,1.25,2.14,1,[],41.14k,https://www.moneycontrol.com/india/stockpricequote/chemicals/thirumalaichemicals/TC07,
TCI,Thomas Cook,"2,458.79",65,0.3,0.46,1,[],8.09k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/thomascookindia/TCI,
TT14,Thyrocare Techn,"2,824.20",534.9,-4.85,-0.9,-1,[],2.17k,https://www.moneycontrol.com/india/stockpricequote/hospitals-medical-services/thyrocaretechnologies/TT16,
TIL,TIL,173.37,172.85,2.4,1.41,1,[],378,https://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL,
TT08,Time Techno,"1,104.73",48.85,-0.95,-1.91,-1,[],12.55k,https://www.moneycontrol.com/india/stockpricequote/packaging/timetechnoplast/TT03,
TT04,Timken,"6,615.86",879.55,2.4,0.27,1,[],2.47k,https://www.moneycontrol.com/india/stockpricequote/bearings/timkenindia/TI23,
TCI02,Tinplate,"1,415.11",135.2,1.15,0.86,1,[],39.72k,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/tinplatecompanyindia/TCI02,
TW04,Titagarh Wagons,541.04,46.8,4.65,11.03,1,[],337.84k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/titagarhwagons/TW04,
TFC,Tourism Finance,601.34,74.5,-0.65,-0.86,-1,[],1.87k,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/tourismfinancecorpindia/TFC,
TP,TPL Plastech,91.26,117,-0.9,-0.76,-1,[],115,https://www.moneycontrol.com/india/stockpricequote/plastics/tplplastech/TPL02,
TRI,Transformers,8.67,6.54,0.04,0.62,1,[],29.94k,https://www.moneycontrol.com/india/stockpricequote/power-transmission-equipment/transformersrectifiersindia/TRI,
TCI04,Transport Corp,"2,083.91",271.25,-5.7,-2.06,-1,[],600,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/transportcorporationindia/TCI04,
L,Trent,"17,945.01",504.8,-4,-0.79,-1,[],8.21k,https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04,
TBZ,Tribhovandas,247.57,37.1,0.05,0.13,1,[],5.23k,https://www.moneycontrol.com/india/stockpricequote/diamond-cutting-jewellery-precious-metals/tribhovandasbhimjizaveri/TBZ,
AI01,Trident,"3,821.97",7.5,0.85,12.78,1,[],1.96m,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/trident/AI01,
LES,Trigyn Tech,136.53,44.35,1.05,2.42,1,[],10.51k,https://www.moneycontrol.com/india/stockpricequote/computers-software-medium-small/trigyntechnologies/TT08,
TE10,Triveni Engg,"1,611.64",65,2.7,4.33,1,[],48.13k,https://www.moneycontrol.com/india/stockpricequote/sugar/triveniengineeringindustries/TE10,
TT12,Triveni Turbine,"3,016.44",93.3,0.25,0.27,1,[],365,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/triveniturbine/TT14,
TTK02,TTK Prestige,"8,039.61","5,800.00",119.7,2.11,1,[],305,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/ttkprestige/TTK02,
TIIND54076,Tube Investment,"9,065.52",482.7,7.35,1.55,1,[],173.70k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/tubeinvestmentsindialtd/TIIND54076,
TVT,TV TodayNetwork,"1,448.87",242.85,3.9,1.63,1,[],1.91k,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/tvtodaynetwork/TVT,
GBN,TV18 Broadcast,"3,814.45",22.25,1.05,4.95,1,[],169.04k,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/tv18broadcast/IBN,
TVS02,TVS Electronics,192.1,103,4.9,4.99,1,[],13.32k,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/tvselectronics/TVS02,
TVS03,TVS Srichakra,"1,247.33","1,629.00",19.75,1.23,1,[],193,https://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03,
UFS,UCAL Fuel,272.55,123.25,1.7,1.4,1,[],2.06k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/ucalfuelsystems/UFS,
UCO,UCO Bank,"14,659.61",17,1.8,11.84,1,[],592.32k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/ucobank/UCO,
JKU,Udaipur Cement,353.14,11.34,-0.03,-0.26,-1,[],38.52k,https://www.moneycontrol.com/india/stockpricequote/cement-major/udaipurcementworks/JKU,
FI08,Uflex,"1,416.07",196.1,-0.9,-0.46,-1,[],2.43k,https://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01,
UMI03,UFO Moviez,348.71,123,4.1,3.45,1,[],3.02k,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/ufomoviezindia/UMI03,
S16,Ujaas Energy,63.21,3.16,-0.03,-0.94,-1,[],29.83k,https://www.moneycontrol.com/india/stockpricequote/power-transmission-equipment/ujaasenergy/S18,
UFS01,Ujjivan Financi,"3,974.89",327.15,-1.45,-0.44,-1,[],149.66k,https://www.moneycontrol.com/india/stockpricequote/finance-general/ujjivanfinancialservices/UFS01,
UP,Ultramarine,528.52,181,0.4,0.22,1,[],9.18k,https://www.moneycontrol.com/india/stockpricequote/dyes-pigments/ultramarinepigments/UP02,
UL02,Unichem Labs,"1,119.45",159,-0.05,-0.03,-1,[],957,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02,
UI16,Uniply Ind,243.93,14.55,-0.75,-4.9,-1,[],9.23k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/uniplyindustries/UI16,
UBO,United Bank,"8,035.40",8.86,0.45,5.35,1,[],26.14k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/unitedbankindia/UBO,
UC,Universal Cable,549.23,158.3,2.5,1.6,1,[],1.81k,https://www.moneycontrol.com/india/stockpricequote/cables-power-others/universalcables/UC,
UB01,Usha Martin,841.09,27.6,0.55,2.03,1,[],10.66k,https://www.moneycontrol.com/india/stockpricequote/steel-medium-small/ushamartin/UM01,
USM,Uttam Sugar,372.99,97.8,5.2,5.62,1,[],10.60k,https://www.moneycontrol.com/india/stockpricequote/sugar/uttamsugarmills/USM,
VI16,V-Guard Ind,"9,316.98",217.85,5,2.35,1,[],10.79k,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/vguardindustries/VI02,
VR03,V-Mart Retail,"3,064.92","1,688.15",-12.15,-0.71,-1,[],75,https://www.moneycontrol.com/india/stockpricequote/retail/vmartretail/VR03,
VR02,V2 Retail,322.51,94.65,0.5,0.53,1,[],5.42k,https://www.moneycontrol.com/india/stockpricequote/retail/v2retail/VR02,
VTW,Va Tech Wabag,956.26,174.85,-2.85,-1.6,-1,[],21.15k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/vatechwabag/VTW,
VI01,Vadilal Ind,513.61,714.55,2,0.28,1,[],1.85k,https://www.moneycontrol.com/india/stockpricequote/food-processing/vadilalindustries/VI01,
VG02,Vaibhav Global,"2,575.24",802.8,-14.3,-1.75,-1,[],192,https://www.moneycontrol.com/india/stockpricequote/retail/vaibhavglobal/VG02,
VSS01,Vardhman Steels,256.51,63.5,-0.05,-0.08,-1,[],1.15k,https://www.moneycontrol.com/india/stockpricequote/steel-medium-small/vardhmanspecialsteels/VSS01,
MSM,Vardhman Text,"5,203.83",905,3.9,0.43,1,[],148,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/vardhmantextiles/VT10,
VB05,Varun Beverages,"20,205.32",699.9,2.5,0.36,1,[],1.83k,https://www.moneycontrol.com/india/stockpricequote/food-processing/varunbeverages/VB05,
VE07,Vascon Engineer,247.08,13.87,0.21,1.54,1,[],17.37k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/vasconengineers/VE01,
WH01,Venkys,"2,415.27","1,714.50",15.9,0.94,1,[],10.27k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/venkys/V03,
VSC01,Veto Switch,70.53,36.9,0.25,0.68,1,[],10.25k,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/vetoswitchgearscables/VSC01,
VDM,Vidhi Spec,289.68,58,1.1,1.93,1,[],4.30k,https://www.moneycontrol.com/india/stockpricequote/dyes-pigments/vidhispecialtyfoodingredients/VDM,
VL06,Vikas Ecotech,75.29,2.69,0.12,4.67,1,[],48.38k,https://www.moneycontrol.com/india/stockpricequote/chemicals/vikasecotech/VGO01,
VL04,Vimta Labs,198.42,89.75,0.4,0.45,1,[],772,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/vimtalabs/VL04,
VO01,Vinati Organics,"10,070.33","1,959.55",4.8,0.25,1,[],662,https://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01,
VT03,Vindhya Telelin,979.71,826.7,4.35,0.53,1,[],849,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/vindhyatelelink/VT03,
MI45,VIP Clothing,64.67,7.83,0.16,2.09,1,[],8.75k,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/vipclothing/MI53,
VIP,VIP Industries,"6,062.51",429,2.1,0.49,1,[],7.11k,https://www.moneycontrol.com/india/stockpricequote/plastics/vipindustries/VIP,
AF08,Vipul,254.97,21.25,0.5,2.41,1,[],2.00k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/vipul/V04,
VI11,Visaka Ind,358.51,225.75,10.15,4.71,1,[],6.56k,https://www.moneycontrol.com/india/stockpricequote/cement-products-building-materials/visakaindustries/VI11,
VF09,Vishal Fabrics,"1,172.49",267,-11,-3.96,-1,[],5,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/vishalfabrics/VF01,
VL07,Vivimed Labs,101.74,12.27,0.19,1.57,1,[],19.17k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivimedlabs/VL07,
VT9,Voltamp Trans,"1,187.75","1,174.00",22.85,1.98,1,[],428,https://www.moneycontrol.com/india/stockpricequote/power-transmission-equipment/voltamptransformers/VT9,
VL08,VRL Logistics,"2,443.34",270.45,-1.9,-0.7,-1,[],2.73k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/vrllogistics/VL03,
VST01,VST Tillers,950.3,"1,099.95",14.25,1.31,1,[],3,https://www.moneycontrol.com/india/stockpricequote/auto-tractors/vsttillerstractors/VST01,
WAB,WABCO India,"12,003.16","6,328.25",63.7,1.02,1,[],138,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/wabcoindia/WAB,
WI01,Walchandnagar,223.09,58.6,1.2,2.09,1,[],45.51k,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/walchandnagarindustries/WI01,
W01,Waterbase,480.96,116.1,2.15,1.89,1,[],34.65k,https://www.moneycontrol.com/india/stockpricequote/aquaculture/waterbase/W04,
WF02,Weizmann Forex,285.43,256.5,2.95,1.16,1,[],49,https://www.moneycontrol.com/india/stockpricequote/finance-investments/weizmannforex/WF02,
WGS,Welspun Corp,"3,690.62",139.15,2.8,2.05,1,[],24.38k,https://www.moneycontrol.com/india/stockpricequote/steel-tubes-pipes/welspuncorp/WGS,
MSK,Welspun Enter,"1,121.60",75.55,-0.4,-0.53,-1,[],6.33k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/welspunenterprises/MSK,
WI03,Welspun India,"5,038.70",50.15,0.4,0.8,1,[],44.18k,https://www.moneycontrol.com/india/stockpricequote/textiles-weaving/welspunindia/WI03,
WCP,West Coast Pap,"1,376.13",208.35,1.65,0.8,1,[],4.83k,https://www.moneycontrol.com/india/stockpricequote/paper/westcoastpapermills/WCP,
DIC,Westlife Dev,"5,419.83",348.2,-3.7,-1.05,-1,[],3.01k,https://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC,
DGP,Windsor,121.1,18.65,0.35,1.91,1,[],2.26k,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/windsormachines/WM01,
WH03,Wonderla,"1,379.06",244,0.1,0.04,1,[],186,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/wonderlaholidays/WH01,
YI,Yuken India,608.82,507.35,-7.6,-1.48,-1,[],4.76k,https://www.moneycontrol.com/india/stockpricequote/pumps/yukenindia/YI,
ZL,Zee Learn,614.68,18.85,-0.15,-0.79,-1,[],7.32k,https://www.moneycontrol.com/india/stockpricequote/computers-software-training/zeelearn/ZL01,
ZN,Zee Media,306.01,6.5,0.19,3.01,1,[],181.25k,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/zeemediacorporation/ZN,
ZT01,Zen Tech,425.54,55.15,0.6,1.1,1,[],1.50k,https://www.moneycontrol.com/india/stockpricequote/computers-software-medium-small/zentechnologies/ZT01,
FIC,Zensar Tech,"3,858.83",171.3,-1.75,-1.01,-1,[],1.42k,https://www.moneycontrol.com/india/stockpricequote/computers-software/zensartechnologies/ZT02,
ZFS,ZF Steering Gea,339.07,373.7,18.9,5.33,1,[],528,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/zfsteeringgearindia/ZFS,
ZAC,Zuari Agro Chem,365.9,87,0.25,0.29,1,[],3.40k,https://www.moneycontrol.com/india/stockpricequote/fertilisers/zuariagrochemicals/ZAC,
ZA,Zuari Global,133.22,45.25,0.15,0.33,1,[],779,https://www.moneycontrol.com/india/stockpricequote/fertilisers/zuariglobal/ZI01,
CNA,Zydus Wellness,"8,358.99","1,449.60",-3.15,-0.22,-1,[],257,https://www.moneycontrol.com/india/stockpricequote/vanaspati-oils/zyduswellness/ZW01,
ABC07,AB Capital,"23,211.20",100.35,0.95,0.96,1,[],1.91m,https://www.moneycontrol.com/india/stockpricequote/finance-investments/adityabirlacapital/ABC9,
AP26,Adani Power,"23,643.04",61.3,0.9,1.49,1,[],5.77m,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/adanipower/AP11,
PFR,Aditya Birla F,"17,754.91",229.5,4.4,1.95,1,[],394.41k,https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR,
AP22,Ajanta Pharma,"8,547.68",979.55,-0.3,-0.03,-1,[],24.76k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22,
AL16,Alkem Lab,"24,816.91","2,075.60",-9.05,-0.43,-1,[],10.86k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05,
ARB,Amara Raja Batt,"12,671.73",741.85,6.25,0.85,1,[],207.47k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/amararajabatteries/ARB,
AHE,Apollo Hospital,"18,823.63","1,353.00",-32.5,-2.35,-1,[],2.56m,https://www.moneycontrol.com/india/stockpricequote/hospitals-medical-services/apollohospitalsenterprises/AHE,
AT,Apollo Tyres,"9,541.79",166.8,1.3,0.79,1,[],2.82m,https://www.moneycontrol.com/india/stockpricequote/tyres/apollotyres/AT14,
ASF03,AU Small Financ,"23,335.55",795.05,-4.5,-0.56,-1,[],625.30k,https://www.moneycontrol.com/india/stockpricequote/finance-general/ausmallfinancebank/ASF02,
BI03,Balkrishna Ind,"18,447.29",954.25,31.25,3.39,1,[],1.52m,https://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03,
BOI,Bank of India,"23,233.39",70.9,2.1,3.05,1,[],4.42m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankofindia/BOI,
BI01,Bata India,"22,137.58","1,722.40",11.1,0.65,1,[],589.21k,https://www.moneycontrol.com/india/stockpricequote/leather-products/bataindia/BI01,
BPI02,Berger Paints,"48,619.61",500.65,2.25,0.45,1,[],828.03k,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/bergerpaintsindia/BPI02,
BE03,Bharat Elec,"24,365.93",100,1.2,1.21,1,[],9.43m,https://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03,
BFC,Bharat Forge,"21,626.59",464.5,16,3.57,1,[],2.67m,https://www.moneycontrol.com/india/stockpricequote/castings-forgings/bharatforge/BF03,
BBT,Bombay Burmah,"7,148.83","1,024.60",4.2,0.41,1,[],69.01k,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/bombayburmahtradingcorporation/BBT,
CB06,Canara Bank,"23,473.87",227.85,10,4.59,1,[],10.18m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/canarabank/CB06,
CI01,Castrol,"12,952.56",130.95,1.2,0.92,1,[],1.29m,https://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01,
CGC01,CG Consumer,"15,376.47",245.15,2.05,0.84,1,[],272.08k,https://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01,
CIF01,Cholamandalam,"24,745.67",316.5,3.45,1.1,1,[],2.12m,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/cholamandalaminvestmentfinancecompany/CDB,
CF06,Coromandel Int,"15,021.25",513.35,3.05,0.6,1,[],242.11k,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45,
CI02,Cummins,"15,205.81",548.55,9.7,1.8,1,[],531.55k,https://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02,
DHF,Dewan Housing,461.32,14.7,0.7,5,1,[],7.44m,https://www.moneycontrol.com/india/stockpricequote/finance-housing/dewanhousingfinancecorporation/DHF,
DB03,Dilip Buildcon,"5,436.60",397.5,20.5,5.44,1,[],334.42k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/dilipbuildcon/DB04,
DTV,Dish TV,"2,485.74",13.5,0.05,0.37,1,[],40.59m,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/dishtvindia/DTV,
EC06,Edelweiss,"10,858.22",116.25,2.5,2.2,1,[],883.96k,https://www.moneycontrol.com/india/stockpricequote/finance-general/edelweissfinancialservices/EC01,
ET04,Endurance Techn,"14,867.36","1,056.95",-4.05,-0.38,-1,[],59.50k,https://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/endurancetechnologies/ET01,
EI14,EngineersInd,"6,603.47",104.5,-0.3,-0.29,-1,[],394.13k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/engineersindia/EI14,
E,Escorts,"7,563.61",617.05,18.75,3.13,1,[],2.86m,https://www.moneycontrol.com/india/stockpricequote/auto-tractors/escorts/E,
EI,Exide Ind,"15,793.00",185.8,1.55,0.84,1,[],906.05k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/exideindustries/EI,
FB,Federal Bank,"17,311.56",86.95,1.65,1.93,1,[],12.16m,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/federalbank/FB,
FVI,Future Consumer,"4,591.32",23.9,-0.1,-0.42,-1,[],578.02k,https://www.moneycontrol.com/india/stockpricequote/food-processing/futureconsumer/FVI,
FR,Future Retail,"16,698.83",332.25,0.5,0.15,1,[],122.07k,https://www.moneycontrol.com/india/stockpricequote/retail/futureretail/FR,
SB,GlaxoSmith Con,"36,392.97","8,653.55",11.35,0.13,1,[],6.73k,https://www.moneycontrol.com/india/stockpricequote/food-processing/glaxosmithklineconsumerhealthcare/GSC04,
GP08,Glenmark,"9,582.43",339.6,-2,-0.59,-1,[],1.21m,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glenmarkpharma/GP08,
GI27,GMR Infra,"12,735.84",21.1,0.25,1.2,1,[],15.40m,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27,
GA08,Godrej Agrovet,"9,627.06",501.3,-1,-0.2,-1,[],31.43k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/godrejagrovet/GA03,
GS,Godrej Ind,"14,086.15",418.65,4.7,1.14,1,[],139.13k,https://www.moneycontrol.com/india/stockpricequote/personal-care/godrejindustries/GI23,
GI13,Graphite India,"6,002.92",307.25,-7.2,-2.29,-1,[],959.11k,https://www.moneycontrol.com/india/stockpricequote/electrodes-graphite/graphiteindia/GI13,
GRU,GRUH Finance,"23,321.23",317.7,0,0,0,[],0,https://www.moneycontrol.com/india/stockpricequote/finance-housing/gruhfinance/GRU,
GSP02,Guj State Petro,"12,310.68",218.25,2.55,1.18,1,[],1.22m,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/gujaratstatepetronet/GSP02,
HEG,HEG,"4,149.98","1,075.25",-13.95,-1.28,-1,[],229.49k,https://www.moneycontrol.com/india/stockpricequote/electrodes-graphite/heg/HEG,
A,Hexaware Tech,"10,137.08",339.75,-0.4,-0.12,-1,[],271.17k,https://www.moneycontrol.com/india/stockpricequote/computers-software/hexawaretechnologies/HT02,
HUD,HUDCO,"7,407.03",37,1.15,3.21,1,[],1.12m,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/housingurbandevelopmentcorporation/HUD,
IDB,IDBI Bank,"39,913.38",38.45,1.55,4.2,1,[],12.68m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/idbibank/IDB05,
IDF01,IDFC First Bank,"20,882.28",43.65,0.45,1.04,1,[],11.53m,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/idfcfirstbank/IDF01,
IG04,IGL,"28,840.03",412,1.95,0.48,1,[],1.35m,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/indraprasthagas/IG04,
IS08,Indiabulls Vent,"10,212.68",166.95,7.8,4.9,1,[],1.69m,https://www.moneycontrol.com/india/stockpricequote/finance-investments/indiabullsventures/IS13,
IB04,Indian Bank,"7,189.93",118.1,0.2,0.17,1,[],2.11m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianbank/IB04,
IHC,Indian Hotels,"17,440.48",146.65,3.15,2.2,1,[],1.43m,https://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC,
IEI01,Info Edge,"32,065.18","2,621.50",95.75,3.79,1,[],434.26k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01,
JSP,Jindal Steel,"14,162.92",138.85,-3.4,-2.39,-1,[],43.39m,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/jindalsteelpower/JSP,
JE02,JSW Energy,"11,718.24",71.35,1.3,1.86,1,[],391.55k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/jswenergy/JE01,
JF04,Jubilant Food,"21,378.32","1,619.95",21.85,1.37,1,[],889.38k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04,
VOC,Jubilant Life,"8,386.95",526.55,-3.5,-0.66,-1,[],69.64k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03,
LI09,L&T Infotech,"28,542.78","1,640.15",9.4,0.58,1,[],31.74k,https://www.moneycontrol.com/india/stockpricequote/computers-software/larsentoubroinfotech/LI12,
LTS,L&T Technology,"15,864.99","1,520.45",17.95,1.19,1,[],74.21k,https://www.moneycontrol.com/india/stockpricequote/computers-software/lttechnologyservices/LTS,
LIC,LIC Housing Fin,"22,154.71",439,4.65,1.07,1,[],2.54m,https://www.moneycontrol.com/india/stockpricequote/finance-housing/lichousingfinance/LIC,
MMF04,M&M Financial,"21,075.05",341.15,2.7,0.8,1,[],1.90m,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/mahindramahindrafinancialservices/MMF04,
MG02,Mahanagar Gas,"10,317.34","1,044.50",4.3,0.41,1,[],480.23k,https://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02,
MGF01,Manappuram Fin,"14,617.92",173,-0.2,-0.12,-1,[],4.22m,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/manappuramfinance/MGF01,
MI,Max Financial,"17,202.36",501.6,-3.6,-0.71,-1,[],923.30k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/maxfinancialservices/MI,
MC20,Mindtree,"12,572.44",763.95,11.1,1.47,1,[],883.47k,https://www.moneycontrol.com/india/stockpricequote/computers-software/mindtree/MT13,
BFL,MphasiS,"16,136.62",865.6,0.15,0.02,1,[],101.71k,https://www.moneycontrol.com/india/stockpricequote/computers-software/mphasis/MB02,
MRP,MRPL,"7,790.30",44.45,-0.35,-0.78,-1,[],326.22k,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,
MF19,Muthoot Finance,"28,741.98",717,4.2,0.59,1,[],714.32k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootfinance/MF10,
NAC,NALCO,"8,115.44",43.5,0.3,0.69,1,[],10.88m,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,
NP01,Natco Pharma,"10,600.39",582.8,5.45,0.94,1,[],27.61k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07,
NBC,NBCC (India),"6,345.00",35.25,0.85,2.47,1,[],11.03m,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/nbccindia/NBC01,
OR,Oberoi Realty,"19,043.67",523.75,15,2.95,1,[],294.01k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/oberoirealty/OR,
OI13,Oil India,"16,754.06",154.5,-1,-0.64,-1,[],495.37k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/oilindia/OI13,
P,Pfizer,"19,857.72","4,340.70",28.9,0.67,1,[],19.53k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P,
PII,PI Industries,"20,431.01","1,479.35",18.1,1.24,1,[],52.75k,https://www.moneycontrol.com/india/stockpricequote/pesticides-agro-chemicals/piindustries/PII,
PNB05,PNB,"43,423.61",64.45,3.65,6,1,[],29.86m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabnationalbank/PNB05,
PHF,PNB Housing Fin,"7,258.14",431.6,4.9,1.15,1,[],767.98k,https://www.moneycontrol.com/india/stockpricequote/finance-housing/pnbhousingfinance/PHF,
PFC02,Power Finance,"30,492.94",115.5,0,0,0,[],3.43m,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/powerfinancecorporation/PFC02,
PEP02,Prestige Estate,"12,155.63",324.15,14.55,4.7,1,[],309.87k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/prestigeestatesprojects/PEP02,
QC,Quess Corp,"7,032.14",477.15,-1.3,-0.27,-1,[],79.64k,https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC,
RE07,Rajesh Exports,"20,201.69",684.2,15.05,2.25,1,[],276.05k,https://www.moneycontrol.com/india/stockpricequote/diamond-cutting-jewellery-precious-metals/rajeshexports/RE07,
MC,Ramco Cements,"18,270.16",775.55,0.4,0.05,1,[],269.38k,https://www.moneycontrol.com/india/stockpricequote/cement-major/theramcocements/MC,
